169608;Jesse Miller;2001-06-18;Civil Engineering;2020;2019;1;Data Science;197047;3770
344490;Ryan Hudson;1998-09-14;Chemical Engineering;2020;2020;1;Data Science;80337;9845
141009;Alisha Savage;2001-01-20;Chemical Engineering;2020;2022;4;Data Science;162427;4531
964125;James Barrett;2000-07-04;Chemical Engineering;2020;2017;3;Data Science;138804;19139
240445;Jennifer Nelson;2006-03-01;Mechanical Engineering;2020;2019;1;Data Science;144297;13931
897409;Candice Gonzalez;2004-12-29;Mechanical Engineering;2020;2023;1;Data Science;181193;29212
436225;Shawn Reese;1999-05-07;Chemical Engineering;2020;2023;4;Data Science;123862;13478
543475;Jane Brown;2003-03-29;Computer Science;2020;2021;3;Data Science;169153;12603
173700;Jamie Bird;2000-04-05;Computer Science;2020;2020;2;Data Science;95744;12886
867759;Alexander Mcintyre;2004-03-23;Electrical Engineering;2020;2022;2;Data Science;195381;28333
827971;Tammy Shepard;2000-12-23;Mechanical Engineering;2020;2021;2;Data Science;115125;14363
946583;Peter Riddle;1999-10-01;Mechanical Engineering;2020;2023;2;Data Science;166881;15703
442306;Michael Owens;2004-12-10;Civil Engineering;2020;2022;3;Data Science;81174;2612
301270;Allison Woods;2004-09-08;Civil Engineering;2020;2017;4;Data Science;129659;24817
845575;Christine Thomas;2004-01-02;Computer Science;2020;2018;2;Data Science;91121;12367
970508;Julia Byrd DDS;2001-02-20;Chemical Engineering;2020;2017;1;Data Science;181303;20417
302708;Dana Potter;2005-05-23;Computer Science;2020;2019;2;Data Science;102413;1898
935480;Natalie Miller;1997-12-09;Computer Science;2020;2021;2;Data Science;185644;30901
109331;Pamela Mckenzie;1997-08-06;Chemical Engineering;2020;2019;4;Data Science;105111;11418
656869;Charles Stewart;2004-11-16;Civil Engineering;2020;2019;4;Data Science;149456;4799
506656;Kenneth Terrell;2004-11-14;Chemical Engineering;2020;2022;2;Data Science;178929;7189
977656;Joshua Joseph;2005-12-01;Mechanical Engineering;2020;2021;2;Data Science;188611;8156
339866;Scott Howard;2006-05-22;Civil Engineering;2020;2018;4;Data Science;194740;12138
479809;Kenneth Roberson;2001-08-11;Computer Science;2020;2017;4;Data Science;87578;6508
252562;Jeffrey Martin;2005-11-08;Chemical Engineering;2020;2021;3;Data Science;78855;10669
341526;Brittany Leach;2001-03-04;Civil Engineering;2020;2018;1;Data Science;90196;10318
629066;Nicholas Edwards;2003-04-12;Computer Science;2020;2017;4;Data Science;170013;28145
669025;Michael Gonzalez;2004-10-09;Civil Engineering;2020;2019;3;Data Science;162596;23262
741682;Heather Arnold;1999-06-17;Electrical Engineering;2020;2020;4;Data Science;190888;931
910159;Donna Bell;2002-04-12;Civil Engineering;2020;2018;2;Data Science;89065;9528
578036;Adam Walker;1999-03-09;Civil Engineering;2020;2020;1;Data Science;73047;11739
488014;Cheryl Johnson;2002-12-06;Chemical Engineering;2020;2023;3;Data Science;119989;8524
805824;Matthew Mitchell;2001-05-09;Computer Science;2020;2021;2;Data Science;148910;2744
313539;Lisa Garcia;2002-12-27;Chemical Engineering;2020;2023;4;Data Science;170872;13626
602841;Edward Blevins;2004-12-28;Civil Engineering;2020;2017;3;Data Science;193465;3815
586171;Christina Wright;2000-07-11;Mechanical Engineering;2020;2019;3;Data Science;59440;1101
102867;Joseph Pennington;2005-04-16;Chemical Engineering;2020;2023;4;Data Science;194316;29692
981289;Michael Robinson;2006-03-24;Civil Engineering;2020;2022;3;Data Science;75454;14172
328018;Stephanie Ingram;2001-06-02;Civil Engineering;2020;2022;4;Data Science;139812;7068
856814;Joshua Martinez;2003-06-12;Computer Science;2020;2019;1;Data Science;175724;10135
601352;Alice Moore;2002-04-18;Civil Engineering;2020;2019;1;Data Science;104291;4695
892361;Crystal Ramirez;2003-12-12;Chemical Engineering;2020;2020;3;Data Science;153959;6814
402195;Ethan Williams;2006-04-13;Electrical Engineering;2020;2023;4;Data Science;180185;10697
684751;Dawn Beard;2003-08-29;Mechanical Engineering;2020;2020;2;Data Science;127802;19311
885106;Stephen Martin;1998-06-16;Computer Science;2020;2018;3;Data Science;64645;193
303535;Alexis Bailey;2004-05-17;Chemical Engineering;2020;2021;2;Data Science;182213;26848
267905;Mark Miranda;1998-08-25;Civil Engineering;2020;2020;2;Data Science;123366;17517
309553;Brian Mitchell;2005-02-20;Civil Engineering;2020;2022;1;Data Science;68834;1139
214511;Tracy Lee;2006-02-22;Chemical Engineering;2020;2021;2;Data Science;154012;355
242096;William Crawford;2002-09-14;Electrical Engineering;2020;2020;4;Data Science;151260;9253
727879;Kiara Hawkins;2000-02-07;Civil Engineering;2020;2019;2;Data Science;175904;20807
759562;Sandy Burke;1997-08-22;Mechanical Engineering;2020;2023;4;Data Science;121963;10261
207355;Tamara Robinson;2005-05-29;Mechanical Engineering;2020;2021;4;Data Science;150014;29376
233151;Morgan Cox;1999-10-16;Civil Engineering;2020;2022;4;Data Science;92948;16537
392655;Philip Campbell;2000-05-05;Computer Science;2020;2019;3;Data Science;119774;14372
289910;Katrina Chapman;1999-03-31;Chemical Engineering;2020;2020;2;Data Science;195289;18579
477716;Dustin Edwards;1997-10-17;Computer Science;2020;2022;4;Data Science;89532;7099
679949;Keith Robertson;2001-05-06;Mechanical Engineering;2020;2022;1;Data Science;122688;22769
648613;Wesley Rich;2001-12-29;Civil Engineering;2020;2019;4;Data Science;64039;792
549194;Heidi Valencia;2004-09-01;Chemical Engineering;2020;2017;2;Data Science;97847;15092
579688;Christian Davis;2002-07-12;Computer Science;2020;2018;1;Data Science;122197;6077
408412;Matthew Shaffer;1999-07-20;Electrical Engineering;2020;2019;1;Data Science;191577;23528
667549;Joshua Ford;2001-01-08;Computer Science;2020;2019;2;Data Science;56402;7087
828800;Laura Carey;2005-02-22;Chemical Engineering;2020;2021;3;Data Science;128443;14554
183859;Kimberly Compton;1999-03-01;Chemical Engineering;2020;2018;1;Data Science;160979;29686
484896;Denise Allison;2004-10-21;Chemical Engineering;2020;2019;2;Data Science;176372;27639
969566;Mary Moore;2003-03-01;Electrical Engineering;2020;2020;2;Data Science;118240;15773
466346;Charles French;2005-11-24;Electrical Engineering;2020;2023;2;Data Science;118971;13431
589156;Melanie Gregory;2003-06-27;Computer Science;2020;2018;3;Data Science;197438;25693
813018;Angela Lucas;2000-02-16;Computer Science;2020;2019;4;Data Science;91063;12731
818443;Abigail Beltran;1997-09-14;Civil Engineering;2020;2019;1;Data Science;153303;22141
374027;Andrew Carter;2000-07-15;Computer Science;2020;2022;2;Data Science;61423;3628
900051;Christopher Brown;2002-12-29;Civil Engineering;2020;2017;1;Data Science;193746;25701
636737;Mrs. Cynthia Meyer;2000-03-02;Electrical Engineering;2020;2018;4;Data Science;129445;17826
343335;Donald Wagner;2006-01-15;Computer Science;2020;2020;3;Data Science;166193;15046
297490;John Griffin;2002-07-26;Civil Engineering;2020;2018;3;Data Science;131376;10290
604143;Jennifer Williams;2001-10-15;Mechanical Engineering;2020;2021;3;Data Science;111837;2833
475301;Dana Riley;2003-07-23;Computer Science;2020;2021;3;Data Science;88372;13733
907562;Thomas Ali;1999-11-10;Electrical Engineering;2020;2018;3;Data Science;70410;7393
733460;Jeffrey Steele;1998-10-05;Chemical Engineering;2020;2022;1;Data Science;57988;3481
856600;Robert Schroeder;2005-01-06;Chemical Engineering;2020;2022;1;Data Science;100457;13003
180579;David Casey;2002-07-05;Mechanical Engineering;2020;2022;4;Data Science;64648;8014
255862;Mark Morgan;2003-08-13;Mechanical Engineering;2020;2019;1;Data Science;84711;14767
992682;Michael Luna;2005-12-25;Electrical Engineering;2020;2019;4;Data Science;111294;12796
991990;Antonio Hart;2001-06-15;Computer Science;2020;2018;4;Data Science;166611;15650
434502;Alexis Welch;2005-04-15;Mechanical Engineering;2020;2018;1;Data Science;114343;13016
109933;James Johnson;2002-10-15;Civil Engineering;2020;2019;1;Data Science;120853;1336
113500;Matthew Hernandez;2000-04-25;Chemical Engineering;2020;2022;4;Data Science;179993;12264
618896;Derrick Davis;2002-09-26;Chemical Engineering;2020;2017;2;Data Science;56720;5045
528504;Miss Amy Burns;2001-04-16;Civil Engineering;2020;2021;2;Data Science;176358;15012
312922;Sherri Gregory;2000-04-22;Computer Science;2020;2021;2;Data Science;54786;1040
714271;Tracy Kent DDS;2002-04-10;Electrical Engineering;2020;2023;2;Data Science;158942;9465
674287;Crystal Mcdonald;1997-07-14;Civil Engineering;2020;2017;4;Data Science;132452;16095
584947;Henry Ponce;2001-04-15;Mechanical Engineering;2020;2023;1;Data Science;81943;14475
357560;Hunter Peterson;2000-07-09;Computer Science;2020;2019;4;Data Science;82926;3259
819845;Ana Johnson;1999-06-25;Electrical Engineering;2020;2021;4;Data Science;84845;6006
569602;Hannah Davis;1999-01-10;Chemical Engineering;2020;2017;4;Data Science;111189;20695
827586;Catherine Molina;1997-08-19;Civil Engineering;2020;2022;1;Data Science;98431;4176
240715;Kelsey Little MD;2003-06-22;Computer Science;2020;2022;1;Data Science;71992;401
612409;Ariel Barnes;2003-02-12;Civil Engineering;2020;2018;3;Data Science;61623;3120
548315;Daniel Campbell;2004-03-10;Mechanical Engineering;2020;2018;2;Data Science;162799;22276
298063;Alexandra Keith;1999-02-06;Electrical Engineering;2020;2022;4;Data Science;189702;20830
102380;Eric Peck;1999-01-07;Chemical Engineering;2020;2020;4;Data Science;112470;6246
254815;David Harding;1998-03-04;Civil Engineering;2020;2018;3;Data Science;196519;33382
533334;Lori Moore;2002-07-06;Computer Science;2020;2021;3;Data Science;68595;8008
743098;Anthony Hernandez;2004-07-29;Civil Engineering;2020;2020;2;Data Science;156223;21538
493645;Dennis Ramos;1998-01-29;Mechanical Engineering;2020;2023;2;Data Science;85355;11754
664885;Laura Bailey;1997-06-24;Computer Science;2020;2019;3;Data Science;108470;3853
622066;Jessica Harris;1998-01-07;Civil Engineering;2020;2017;4;Data Science;85681;11026
155127;Matthew Thornton;2005-06-16;Mechanical Engineering;2020;2017;4;Data Science;159394;13475
307800;Travis Brandt;2003-07-02;Civil Engineering;2020;2017;4;Data Science;165053;9822
375288;Jane Collins;2000-08-25;Electrical Engineering;2020;2022;2;Data Science;54112;10279
381147;Gabriela Thomas;2003-12-25;Computer Science;2020;2017;4;Data Science;141201;19151
925793;Troy Jenkins;2006-03-25;Computer Science;2020;2018;3;Data Science;135186;26553
292894;Christian Nelson;2000-04-02;Computer Science;2020;2022;3;Data Science;119138;20941
273515;Sean Thomas;2004-12-28;Chemical Engineering;2020;2019;2;Data Science;79557;12253
127806;Lori Doyle;2003-07-13;Civil Engineering;2020;2023;1;Data Science;126989;20472
810327;Kimberly Cohen;2005-07-12;Electrical Engineering;2020;2017;1;Data Science;108249;21280
771406;Justin Maldonado;2000-07-24;Mechanical Engineering;2020;2022;3;Data Science;154697;132
967254;Kim Flores;2000-02-02;Mechanical Engineering;2020;2021;2;Data Science;169732;31558
187229;Dana Garcia;2000-08-19;Civil Engineering;2020;2021;2;Data Science;128173;22230
446954;Richard Jones;2006-01-05;Chemical Engineering;2020;2022;3;Data Science;73597;13219
216708;David Chen;2005-09-21;Computer Science;2020;2017;1;Data Science;148584;14762
742498;Stephanie George;1999-08-18;Computer Science;2020;2023;2;Data Science;83265;2543
816070;Kristy Wright;1999-12-06;Electrical Engineering;2020;2020;2;Data Science;63231;8819
887763;Jenny Thompson;2001-03-24;Computer Science;2020;2018;4;Data Science;142966;22065
855958;Summer Davis;2002-01-17;Civil Engineering;2020;2020;4;Data Science;114946;18937
967419;Laura Gilbert PhD;2000-01-04;Electrical Engineering;2020;2018;4;Data Science;93102;12911
504114;Kevin Vasquez;1997-08-05;Chemical Engineering;2020;2021;1;Data Science;198789;31536
184484;Anthony May;2005-10-23;Computer Science;2020;2018;1;Data Science;121131;4163
338707;Kendra Deleon;2001-09-05;Computer Science;2020;2019;3;Data Science;197412;22927
817146;Tracy Turner;2006-02-07;Civil Engineering;2020;2017;2;Data Science;102977;3009
936070;Mary Richard;2001-07-05;Electrical Engineering;2020;2021;2;Data Science;122937;10273
710422;Peter Baker;2002-04-17;Computer Science;2020;2020;4;Data Science;160922;1511
712767;Alexander Young;2006-03-10;Civil Engineering;2020;2022;3;Data Science;182772;34177
117066;Tiffany Mitchell;2000-07-17;Mechanical Engineering;2020;2020;4;Data Science;103717;5
868539;Samuel Roberts;2004-07-07;Chemical Engineering;2020;2020;1;Data Science;148670;11117
441089;Michelle Doyle;1998-11-30;Mechanical Engineering;2020;2021;3;Data Science;155110;12407
779535;Christina George;2002-10-01;Electrical Engineering;2020;2022;4;Data Science;55688;2259
812333;Eric Lopez;1998-06-11;Electrical Engineering;2020;2018;1;Data Science;110233;12214
457829;Leslie Berger;1999-09-11;Chemical Engineering;2020;2018;2;Data Science;53563;2533
411811;Jordan Taylor;2004-11-23;Computer Science;2020;2017;2;Data Science;84672;2290
206059;Brian Moore;2006-05-08;Computer Science;2020;2021;4;Data Science;81055;12933
606191;Kimberly Woods;2005-06-26;Electrical Engineering;2020;2018;4;Data Science;73592;8509
462518;Patricia Smith;2000-08-03;Civil Engineering;2020;2020;1;Data Science;151425;27893
339082;Joseph Thomas;2002-06-23;Electrical Engineering;2020;2021;4;Data Science;56700;5484
512990;Tracy Meyer;1999-03-02;Electrical Engineering;2020;2023;1;Data Science;149408;19769
550668;Kimberly Washington;2003-12-24;Mechanical Engineering;2020;2017;2;Data Science;63296;6079
665300;Cameron Jones;2004-12-12;Electrical Engineering;2020;2023;4;Data Science;77810;8989
928989;Brittany Martinez;2001-04-15;Chemical Engineering;2020;2021;1;Data Science;93971;1820
755967;Theresa Lane;2000-07-19;Civil Engineering;2020;2023;4;Data Science;96513;11362
532883;Linda Snyder;2006-03-25;Computer Science;2020;2020;3;Data Science;193237;7134
298247;Jennifer Stephens;2002-02-19;Mechanical Engineering;2020;2020;2;Data Science;88497;11239
245358;Johnathan Barton;2002-05-23;Computer Science;2020;2020;2;Data Science;53504;4419
755049;Sherri Copeland;2001-04-25;Civil Engineering;2020;2017;2;Data Science;136186;1209
559724;Phyllis Davis;1998-06-14;Electrical Engineering;2020;2017;4;Data Science;90045;17534
686173;Pamela Ali;1999-02-03;Computer Science;2020;2017;4;Data Science;146635;11909
498249;Brian Moreno;2004-03-10;Civil Engineering;2020;2023;1;Data Science;152976;17099
720041;Katherine Brooks;1999-03-26;Chemical Engineering;2020;2020;1;Data Science;78554;8922
759808;David Cabrera;1997-07-25;Chemical Engineering;2020;2021;1;Data Science;168985;9540
940703;Kimberly Phillips;1998-03-06;Computer Science;2020;2018;3;Data Science;93247;3544
681637;Alan Gould;2004-10-23;Chemical Engineering;2020;2020;2;Data Science;139030;27312
456187;Tyler Rogers;2001-05-27;Civil Engineering;2020;2018;3;Data Science;122478;24258
520236;James Buck;2003-04-19;Chemical Engineering;2020;2020;1;Data Science;97020;14969
139722;Alexandra Jordan;2000-03-05;Mechanical Engineering;2020;2022;4;Data Science;60294;11782
151071;Dennis Sanchez;1997-09-04;Mechanical Engineering;2020;2022;4;Data Science;104851;15919
225118;Sarah Kim;2004-10-12;Electrical Engineering;2020;2018;2;Data Science;175676;1706
381060;Todd Rodriguez;1998-08-06;Civil Engineering;2020;2021;4;Data Science;136653;12907
703897;Lance Sanchez;1998-02-24;Mechanical Engineering;2020;2019;4;Data Science;120055;7163
526634;Jason Harvey;1999-12-29;Electrical Engineering;2020;2018;2;Data Science;132224;2908
197030;Jose Flores;2004-06-04;Civil Engineering;2020;2017;3;Data Science;171248;20038
518426;Craig Choi;1998-12-25;Mechanical Engineering;2020;2017;2;Data Science;181700;17488
354707;Donald Hall;2004-11-14;Electrical Engineering;2020;2022;2;Data Science;149450;7227
704197;Lucas Lewis;2001-11-25;Computer Science;2020;2020;2;Data Science;102768;16793
800988;Sarah Stevens;2005-04-19;Civil Engineering;2020;2021;3;Data Science;133192;11114
407863;Mitchell Thompson;1998-01-30;Chemical Engineering;2020;2019;2;Data Science;114081;9424
431020;Brian Thornton;2002-10-29;Mechanical Engineering;2020;2023;3;Data Science;183297;35102
107830;Nicholas Massey;2006-02-14;Computer Science;2020;2023;2;Data Science;52559;3483
966804;Christopher Mcgee;2004-10-11;Electrical Engineering;2020;2022;2;Data Science;51780;9624
498933;Bryan Shelton;2005-07-30;Civil Engineering;2020;2017;2;Data Science;137257;4210
238085;Susan Ramirez;1999-04-01;Electrical Engineering;2020;2023;4;Data Science;90837;1815
908066;William Lyons;2001-10-08;Chemical Engineering;2020;2023;2;Data Science;184862;14492
291825;Michael Scott;2001-02-12;Civil Engineering;2020;2023;3;Data Science;78570;8536
402453;Wanda Murphy;2000-04-29;Mechanical Engineering;2020;2017;1;Data Science;145544;11518
388370;Justin Sampson;2002-12-06;Electrical Engineering;2020;2017;1;Data Science;67272;12588
484824;Jacob Baker;2004-11-20;Electrical Engineering;2020;2023;3;Data Science;171626;24388
220442;Eddie Black;1999-11-20;Mechanical Engineering;2020;2017;4;Data Science;188003;25696
258258;Donald Smith;1997-07-17;Chemical Engineering;2020;2018;4;Data Science;138610;7868
319990;Robin Knight;2002-05-25;Chemical Engineering;2020;2022;1;Data Science;114789;14929
640922;Michael Buck;2002-07-17;Mechanical Engineering;2020;2019;4;Data Science;165503;24485
239352;Lee Harding;1999-02-04;Computer Science;2020;2021;4;Data Science;97642;18273
437544;Anthony Hernandez;2001-09-15;Computer Science;2020;2019;3;Data Science;184619;27380
796989;Amanda Noble;2004-05-14;Computer Science;2020;2021;1;Data Science;105199;15812
715730;Zachary Fernandez;1998-06-15;Mechanical Engineering;2020;2019;3;Data Science;104376;191
915343;David Weeks;1997-07-13;Computer Science;2020;2019;1;Data Science;129399;17046
133001;Gregory Hensley;1998-05-17;Electrical Engineering;2020;2022;3;Data Science;198347;10620
426805;Deborah Watson;2001-06-27;Chemical Engineering;2020;2023;1;Data Science;136089;7969
843376;Marisa Horton;2002-07-30;Electrical Engineering;2020;2017;2;Data Science;52329;10447
722320;Melvin Mcdonald;2004-10-06;Computer Science;2020;2021;1;Data Science;188594;17672
547929;Kristopher Blake;2002-08-22;Civil Engineering;2020;2019;3;Data Science;112406;7426
207094;Amy Ochoa;2002-03-07;Electrical Engineering;2020;2021;1;Data Science;198221;13800
711390;Adrian Dominguez DDS;1999-07-01;Computer Science;2020;2020;4;Data Science;86484;3140
878277;Savannah Nelson;2000-04-12;Mechanical Engineering;2020;2023;4;Data Science;171548;248
111559;Christopher Clark;1999-05-29;Computer Science;2020;2023;2;Data Science;95637;12028
674154;Ryan Pugh;1998-07-10;Electrical Engineering;2020;2022;2;Data Science;186707;12963
823791;Melissa Stark;2003-03-30;Chemical Engineering;2020;2023;2;Data Science;178356;25182
761177;Michael Pearson;2005-07-05;Computer Science;2020;2020;1;Data Science;154339;9341
568907;Jesse Nichols;2001-11-09;Chemical Engineering;2020;2018;2;Data Science;56165;8414
826857;Alex Ferguson;1998-08-24;Civil Engineering;2020;2019;3;Data Science;121521;9048
321804;Samuel Rose;1998-12-06;Chemical Engineering;2020;2018;2;Data Science;149892;26861
630530;Diana Cameron;2002-12-07;Computer Science;2020;2017;3;Data Science;181082;11266
190223;Cory Ashley;2000-06-16;Electrical Engineering;2020;2018;3;Data Science;87669;1326
798467;Sara Ruiz;2000-06-27;Civil Engineering;2020;2020;1;Data Science;194625;12474
384322;Carmen Thompson;2000-03-18;Chemical Engineering;2020;2023;4;Data Science;198307;8191
744173;Sean Irwin;1998-08-18;Electrical Engineering;2020;2022;1;Data Science;137147;20530
835609;Olivia Soto;2002-03-09;Mechanical Engineering;2020;2019;1;Data Science;58104;7609
633388;Andrew White;1997-09-01;Civil Engineering;2020;2020;1;Data Science;162097;30391
462307;Sara White;2001-11-02;Electrical Engineering;2020;2022;2;Data Science;70946;8833
491692;Thomas Myers;2002-10-29;Computer Science;2020;2017;4;Data Science;74377;7673
162996;Brenda Wilson;2003-06-07;Chemical Engineering;2020;2023;1;Data Science;152819;26650
854328;Allison Beck;1999-03-08;Computer Science;2020;2022;1;Data Science;55411;10129
131549;Kayla Martin;1999-07-13;Computer Science;2020;2021;3;Data Science;106990;11862
606021;Christopher Mueller;2000-04-09;Electrical Engineering;2020;2022;4;Data Science;106252;9670
686980;Sara Watkins;2005-09-20;Mechanical Engineering;2020;2021;4;Data Science;75285;7714
548204;Christopher Stone;1999-02-06;Mechanical Engineering;2020;2017;4;Data Science;83789;9577
997405;Jacob Hunt;2004-10-09;Civil Engineering;2020;2023;3;Data Science;186740;31386
544944;Gregory Glenn;2005-11-15;Mechanical Engineering;2020;2021;1;Data Science;197931;1800
194997;Rachael Lambert;2004-03-29;Chemical Engineering;2020;2020;2;Data Science;197826;31933
553900;Joshua Andersen;1997-07-24;Chemical Engineering;2020;2021;2;Data Science;93978;10113
477753;John Mejia;2003-08-29;Chemical Engineering;2020;2023;1;Data Science;90857;1505
583612;Michael Hudson;2002-11-01;Electrical Engineering;2020;2022;2;Data Science;81036;8455
359760;Jacob Rush;2001-01-20;Civil Engineering;2020;2019;4;Data Science;188827;5715
146540;Derek Marsh;2001-05-23;Computer Science;2020;2022;4;Data Science;71798;11375
764926;Patricia Baker;2005-05-22;Mechanical Engineering;2020;2018;2;Data Science;176755;26695
840401;Jean Castro;2004-01-10;Computer Science;2020;2017;3;Data Science;184503;17244
850080;Danielle Hill;2000-05-03;Computer Science;2020;2021;1;Data Science;181750;14696
840923;Mario Phillips;2004-10-23;Chemical Engineering;2020;2021;2;Data Science;78569;8722
557260;Christopher Lee;2004-02-08;Computer Science;2020;2018;2;Data Science;151994;12984
288263;Melissa Curtis;2003-10-25;Civil Engineering;2020;2021;2;Data Science;54106;259
994127;Kathryn Thomas;2001-09-01;Computer Science;2020;2018;4;Data Science;68587;1457
920443;Teresa Alexander;2002-04-09;Civil Engineering;2020;2020;2;Data Science;110772;11447
164530;Kathryn Collins;2000-05-15;Electrical Engineering;2020;2018;1;Data Science;188116;8789
234373;Ashley Drake;2000-03-04;Mechanical Engineering;2020;2023;3;Data Science;92136;2202
646334;Lauren Gaines;2000-03-15;Mechanical Engineering;2020;2020;2;Data Science;146522;15061
797703;Gerald Burton;2004-03-12;Computer Science;2020;2019;3;Data Science;126630;15334
956226;Julie Allen;2000-06-17;Mechanical Engineering;2020;2023;3;Data Science;115540;5416
165383;Robert Jensen;1998-07-01;Mechanical Engineering;2020;2023;4;Data Science;95652;6088
287162;Caitlin Lopez;2001-02-08;Mechanical Engineering;2020;2021;3;Data Science;195780;35620
462465;Ashley Wilson;2006-02-11;Chemical Engineering;2020;2022;1;Data Science;73737;12114
957797;James Reyes;2002-03-27;Electrical Engineering;2020;2019;1;Data Science;51866;2298
454526;Emily Huffman;2001-03-28;Mechanical Engineering;2020;2022;1;Data Science;194497;8751
729609;Tiffany Molina;2001-08-30;Mechanical Engineering;2020;2020;3;Data Science;178823;13276
604806;Charles Barr;2005-07-23;Civil Engineering;2020;2018;4;Data Science;192896;37690
305793;Justin Knight;2000-08-17;Civil Engineering;2020;2017;1;Data Science;66767;4435
735491;Terry Cox;1997-11-05;Mechanical Engineering;2020;2021;4;Data Science;83072;6882
333881;Matthew Byrd;2002-05-08;Chemical Engineering;2020;2023;3;Data Science;155472;4863
294439;Joel Hamilton;2002-01-06;Chemical Engineering;2020;2022;3;Data Science;88760;4409
613321;Rebecca Burgess;1999-02-10;Civil Engineering;2020;2022;3;Data Science;90808;7884
180307;Bradley Sanchez;2000-11-26;Electrical Engineering;2020;2021;3;Data Science;98624;14591
212094;John Logan;2003-06-26;Electrical Engineering;2020;2020;1;Data Science;63418;10498
915520;Victoria Perez;2005-10-17;Mechanical Engineering;2020;2023;1;Data Science;136400;854
760553;Robert Martinez;1999-09-21;Electrical Engineering;2020;2017;4;Data Science;155159;22729
113761;Donald Wolfe;2003-11-21;Mechanical Engineering;2020;2021;3;Data Science;185713;35653
907881;Kenneth Armstrong;2003-09-10;Chemical Engineering;2020;2022;2;Data Science;126869;14680
400381;Marc Frank;2003-01-24;Civil Engineering;2020;2020;2;Data Science;179682;10690
141831;Linda Romero;2004-11-28;Mechanical Engineering;2020;2017;3;Data Science;76209;11826
897105;Mark Bell IV;2004-08-13;Electrical Engineering;2020;2021;4;Data Science;105869;17115
305261;Colton Perez;2006-03-20;Civil Engineering;2020;2022;2;Data Science;174359;29959
421996;Hayley Harris;2000-03-06;Computer Science;2020;2018;2;Data Science;78582;1228
712397;Olivia Romero;2003-10-18;Chemical Engineering;2020;2018;1;Data Science;77534;202
